"weight","sex","hindfoot_length","species_id"
,,,"SS"
22,"F",17,"OT"
,,,
38,"F",35,"DM"
18,"F",20,"PE"
,,,"BA"
40,"F",35,"DM"
22,"M",20,"OT"
28,"F",16,"PP"
14,"F",16,"PP"
15,"F",21,"PP"
7,"F",15,"PF"
14,"M",20,"PP"
55,"M",36,"DO"
43,"F",36,"DM"
43,"F",36,"DM"
11,"M",17,"RM"
22,"M",20,"OT"
44,"F",36,"DM"
50,"M",36,"DM"
24,"M",21,"OT"
43,"M",36,"DM"
22,"F",20,"OT"
47,"M",38,"DM"
37,"F",35,"DM"
7,"F",15,"PF"
23,"F",14,"OT"
12,"M",18,"RM"
25,"F",21,"PP"
29,"F",25,"PP"
54,"F",38,"DM"
45,"M",35,"DM"
8,"F",15,"PF"
46,"M",36,"DM"
7,"M",15,"RM"
51,"M",36,"DM"
48,"M",36,"DM"
46,"M",37,"DM"
16,"F",21,"PP"
14,"F",21,"PP"
8,"M",17,"RM"
43,"F",37,"DM"
40,"M",36,"DM"
24,"F",20,"OT"
15,"M",21,"PP"
41,"M",36,"DM"
20,"M",20,"OT"
8,"F",14,"PF"
20,"M",20,"PE"
44,"M",38,"DM"
43,"F",37,"DM"
44,"M",36,"DM"
15,"F",8,"PF"
8,"F",15,"PF"
25,"F",20,"PE"
43,"F",37,"DM"
,,,
,,,
,,,
11,"F",16,"RM"
12,"M",16,"RM"
11,"M",17,"RM"
12,"M",16,"RM"
19,"F",17,"RM"
18,"F",15,"PE"
21,"F",23,"OT"
48,"F",35,"DO"
14,"F",12,"PF"
,,,"PF"
26,"F",17,"OT"
8,"M",14,"PF"
14,"F",17,"RM"
9,"F",16,"RM"
51,"M",35,"DO"
,,,"AB"
51,"M",36,"DM"
25,"F",18,"OL"
52,"M",36,"DM"
42,"F",21,"SO"
,,,"AB"
9,"M",16,"RM"
10,"F",14,"BA"
56,"M",36,"DO"
26,"M",26,"OT"
24,"F",20,"OT"
9,"F",17,"RM"
12,"M",16,"RM"
10,"F",17,"RM"
45,"M",35,"DM"
43,"F",34,"DM"
24,"M",20,"OT"
44,"M",36,"DM"
12,"F",15,"PF"
110,"F",46,"DS"
24,"F",21,"OT"
14,"F",12,"RM"
10,"F",17,"RM"
,"M",20,"OT"
8,"M",16,"RM"
25,"M",20,"OT"
,,,"DX"
9,"F",16,"RM"
7,"M",14,"RM"
41,"F",36,"DM"
12,"F",16,"RM"
36,"F",36,"DM"
165,"F",36,"NL"
7,"F",14,"PF"
22,"M",20,"OT"
12,"F",16,"RM"
8,"M",12,"BA"
23,"M",20,"PE"
25,"M",19,"OT"
60,"M",27,"SF"
21,"F",21,"PE"
50,"F",34,"DO"
38,"F",35,"DM"
9,"F",16,"BA"
37,"F",35,"DM"
9,"M",16,"RM"
51,"M",36,"DM"
7,"M",14,"BA"
10,"F",16,"RM"
24,"M",19,"PE"
,"F",,"NL"
42,"M",37,"DM"
38,"F",35,"DM"
7,"F",15,"PF"
24,"M",21,"OT"
24,"M",20,"OT"
12,"M",17,"RM"
78,"F",27,"SO"
12,"F",16,"RM"
11,"M",16,"RM"
13,"M",17,"RM"
8,"F",12,"BA"
24,"F",20,"PE"
27,"F",26,"PP"
9,"M",16,"RM"
35,"M",21,"OT"
45,"M",35,"DM"
38,"M",24,"SO"
7,"F",15,"PF"
10,"F",17,"RM"
27,"F",27,"SO"
26,"F",24,"SO"
,,,"AH"
50,"F",37,"DO"
25,"M",20,"PE"
16,"F",16,"RM"
,,,"AH"
10,"F",16,"RM"
8,"M",16,"RM"
22,"M",30,"OL"
23,"F",21,"PE"
49,"F",36,"DO"
10,"F",17,"RM"
42,"M",36,"DM"
11,"F",16,"RM"
9,"F",17,"RM"
7,"F",13,"RM"
9,"M",13,"RM"
82,"F",29,"SO"
,,,"PC"
43,"M",35,"DM"
6,,10,"PF"
10,"M",17,"RM"
41,"M",37,"DM"
10,"F",18,"RM"
50,"F",35,"DO"
49,"M",27,"SO"
41,"M",36,"DM"
30,"F",15,"PP"
43,"F",37,"DM"
42,"F",36,"DM"
7,"M",12,"RM"
42,"F",36,"DM"
7,"F",14,"RM"
10,"F",16,"RM"
39,"F",37,"DM"
11,"M",18,"RM"
39,"M",37,"DM"
9,"M",16,"RM"
42,"M",38,"DM"
23,"M",20,"PE"
39,"F",36,"DM"
24,"M",20,"PE"
41,"M",37,"DM"
15,"M",19,"PP"
7,"M",15,"PF"
8,"M",16,"RM"
50,"M",37,"DM"
24,"M",20,"PE"
26,"M",20,"OT"
50,"F",39,"DM"
45,"F",37,"DM"
11,"M",16,"RM"
7,"F",15,"PF"
7,"F",15,"PF"
34,"F",35,"DM"
24,"F",21,"OT"
7,"F",15,"PF"
24,"M",20,"OT"
9,"M",17,"RM"
12,"F",17,"RM"
14,"F",17,"RM"
47,"M",36,"DM"
37,"F",35,"DM"
7,"F",15,"PF"
,,,"RM"
9,"F",17,"RM"
,,,"PC"
9,"M",17,"RM"
12,"F",17,"RM"
47,"M",37,"DM"
9,"F",16,"RM"
9,"M",16,"RM"
8,"M",16,"RM"
8,"M",16,"PF"
12,"M",16,"RM"
25,"M",20,"OT"
,,,"AB"
9,"M",17,"RM"
8,"M",15,"RM"
54,"M",36,"DM"
42,"M",35,"DM"
,,,"AB"
8,"F",17,"RM"
29,"M",26,"PP"
7,"F",15,"PF"
26,"M",21,"OT"
11,"M",16,"RM"
47,"M",35,"DM"
12,"M",16,"RM"
21,"M",21,"PE"
38,"F",36,"DM"
9,"F",16,"RM"
21,"F",19,"OT"
26,"F",19,"OT"
48,"M",36,"DM"
7,"M",15,"PF"
9,"F",13,"BA"
11,"F",16,"RM"
9,"M",16,"RM"
10,"F",17,"RM"
13,"M",15,"RM"
11,"M",16,"RM"
,,,"AH"
10,"M",17,"RM"
9,"M",16,"RM"
9,"M",16,"RM"
54,"M",36,"DM"
49,"F",36,"DO"
50,"M",37,"DM"
11,"M",16,"RM"
20,"F",20,"PE"
9,"F",16,"RM"
10,"F",16,"RM"
8,"M",17,"RM"
9,"M",16,"RM"
,,,"AB"
27,"M",21,"PE"
11,"F",16,"RM"
53,"M",37,"DO"
10,"M",16,"RM"
23,"M",19,"PE"
9,"M",16,"RM"
9,"F",16,"RM"
51,"F",36,"DO"
13,"F",16,"RM"
9,"M",12,"BA"
,,,"AB"
24,"F",20,"OL"
51,"F",33,"DO"
,,,"AB"
25,"M",21,"OT"
9,"F",17,"RM"
42,"M",36,"DM"
,,,"RM"
80,"F",28,"SO"
12,"M",16,"RM"
26,"M",20,"OL"
30,"F",36,"DO"
7,"F",15,"PF"
29,"F",32,"DO"
,,,"AH"
48,"F",37,"DO"
23,"M",21,"PE"
41,"F",36,"DM"
24,"F",20,"PE"
20,"F",19,"PE"
,,,"AB"
52,"M",36,"DO"
41,"M",36,"DM"
9,"F",17,"RM"
12,"F",17,"RM"
12,"F",16,"RM"
23,"M",20,"OT"
24,"F",19,"OT"
22,"F",20,"PE"
24,"M",20,"OT"
27,"M",20,"OT"
22,"F",21,"PE"
,,,"PE"
51,"M",37,"DM"
14,"M",18,"RM"
9,"F",16,"RM"
54,"F",35,"DO"
41,"F",36,"DM"
9,"M",17,"RM"
10,"F",15,"RM"
10,"M",17,"RM"
44,"F",38,"DM"
30,"F",16,"PP"
58,"M",45,"DO"
9,"F",16,"RM"
8,"F",15,"RM"
10,"M",16,"RM"
47,"F",35,"DO"
8,"M",17,"RM"
40,"F",36,"DM"
37,"F",35,"DM"
47,"F",25,"SO"
,,,"AB"
26,"F",20,"OL"
7,"F",16,"PF"
11,"M",16,"RM"
24,"M",18,"OL"
43,"M",39,"DM"
40,"F",37,"DM"
24,"F",21,"OL"
22,"M",21,"OT"
44,"M",36,"DM"
44,"F",24,"SO"
7,"F",15,"RM"
8,"F",13,"BA"
22,"F",20,"PE"
7,"F",15,"PF"
7,"M",16,"RM"
42,"M",35,"DM"
7,"F",16,"RM"
9,"M",16,"RM"
22,"F",18,"OT"
10,"M",16,"RM"
36,"M",21,"OT"
15,"M",21,"PP"
36,"F",35,"DM"
23,"M",22,"OT"
49,"M",39,"DM"
37,"F",36,"DM"
,,,"AH"
30,"M",35,"DO"
9,"M",16,"RM"
,,,"PP"
11,"M",15,"RM"
7,"F",15,"PF"
9,"M",15,"RM"
9,"M",16,"RM"
7,"F",15,"PF"
42,"F",36,"DM"
8,"M",13,"BA"
166,"F",35,"NL"
40,"M",36,"DM"
10,"F",18,"RM"
42,"M",35,"DM"
37,"F",35,"DM"
10,"F",16,"RM"
48,"M",37,"DM"
50,"M",37,"DM"
40,"F",37,"DM"
23,"M",20,"OT"
49,"M",37,"DM"
47,"F",35,"DO"
11,"F",16,"RM"
34,"M",20,"OL"
8,"M",14,"BA"
11,"F",17,"RM"
43,"F",35,"DM"
8,"F",15,"PF"
,,,"RM"
10,"F",17,"RM"
40,"M",37,"DM"
9,"M",16,"RM"
45,"F",36,"DM"
44,"M",36,"DM"
10,"M",17,"RM"
38,"M",37,"DM"
8,"M",15,"RM"
11,"F",17,"RM"
39,"F",39,"DM"
48,"M",36,"DM"
21,"M",19,"OT"
53,"M",38,"DM"
23,"M",21,"OL"
24,"M",21,"OL"
48,"F",34,"DO"
11,"M",15,"RM"
11,"F",16,"RM"
11,"M",17,"RM"
,"M",,"DM"
42,"M",36,"DM"
20,"M",19,"PE"
53,"M",37,"DM"
8,"F",16,"RM"
9,"F",13,"BA"
9,"F",14,"RM"
46,"F",35,"DO"
35,"M",22,"SF"
,,,"DX"
12,"M",14,"RM"
12,"M",16,"RM"
10,"F",17,"RM"
31,"M",35,"DO"
47,"M",35,"DO"
35,"F",35,"DM"
,,,"RM"
49,"F",31,"DO"
12,"F",15,"RM"
58,"M",37,"DO"
36,"F",36,"DM"
7,"F",12,"PF"
20,"M",15,"OT"
47,"M",35,"DM"
22,"M",19,"PE"
23,"F",18,"OT"
50,"M",37,"DM"
48,"F",36,"DO"
30,"M",34,"DO"
8,"M",6,"BA"
,,,"DS"
41,"F",37,"DM"
45,"F",36,"DO"
38,"M",32,"DM"
20,"M",18,"OT"
15,"F",21,"PP"
,,,"RM"
6,"M",14,"RM"
22,"M",19,"OT"
9,"M",17,"RM"
9,"M",16,"RM"
8,"F",14,"RM"
19,"F",20,"PE"
9,"M",13,"RM"
10,"F",17,"RM"
51,"F",39,"DO"
7,"F",13,"BA"
24,"F",21,"PE"
8,"M",17,"RM"
38,"F",38,"DM"
,,,"PC"
8,"M",16,"RM"
29,"F",24,"PH"
42,"M",36,"DM"
,,,"PC"
166,"F",32,"NL"
20,"F",17,"PE"
24,"M",20,"OL"
17,"M",20,"PP"
,,,"UR"
23,"F",16,"OT"
41,"M",36,"DM"
8,"F",17,"RM"
36,"F",35,"DM"
39,"M",34,"DM"
45,"M",36,"DM"
,,,"DX"
10,"M",17,"RM"
38,"F",35,"DM"
47,"F",31,"DO"
42,"M",33,"DM"
8,"M",14,"RM"
49,"M",32,"DM"
9,"M",15,"RM"
39,"M",32,"DM"
10,"M",15,"RM"
23,"M",16,"OT"
45,"M",36,"DM"
46,"M",38,"DM"
41,"F",34,"DM"
48,"M",35,"DM"
10,"F",18,"RM"
45,"M",38,"DM"
9,"F",16,"RM"
46,"M",38,"DM"
40,"M",35,"DM"
22,"M",22,"OT"
50,"M",38,"DM"
26,"M",19,"OT"
23,"F",17,"OT"
42,"M",36,"DM"
13,"F",15,"RM"
35,"M",20,"OT"
23,"M",20,"OT"
,,,"PC"
38,"F",24,"SO"
23,"F",20,"OT"
,,,"RM"
,,,
11,,17,"RM"
23,"M",20,"PE"
20,"M",21,"OT"
46,"F",34,"DO"
23,"F",20,"OL"
33,"M",20,"OT"
,"M",36,"DM"
9,"F",16,"RM"
36,"M",36,"DO"
34,"F",21,"OL"
50,"M",35,"DO"
7,"M",14,"PF"
7,"F",16,"RM"
57,"M",37,"DO"
44,"M",36,"DM"
9,"F",16,"RM"
7,"F",15,"PF"
8,"F",16,"RM"
51,"F",26,"SO"
52,"M",36,"DM"
22,"M",20,"PE"
23,"M",21,"OL"
52,"F",36,"DO"
47,"M",36,"DO"
19,"F",20,"PE"
124,"F",49,"DS"
46,"M",37,"DM"
26,"M",21,"PE"
46,"F",36,"DO"
8,"F",17,"RM"
55,"M",37,"DO"
38,"F",36,"DM"
,,,"AB"
22,"F",20,"PE"
21,"M",20,"PE"
,"M",36,"DO"
18,"F",20,"PE"
41,"F",37,"DM"
13,"F",,"RM"
9,"M",16,"RM"
8,"M",15,"RM"
,,,
20,"F",18,"PE"
44,"M",38,"DM"
174,"F",35,"NL"
,,,"PC"
38,"F",36,"DM"
49,"M",37,"DM"
36,"F",35,"DM"
24,"M",22,"OT"
49,"M",36,"DM"
24,"M",22,"OT"
50,"M",36,"DM"
77,"F",22,"SO"
21,"F",21,"PE"
23,"M",20,"PE"
47,"M",38,"DM"
11,"F",15,"RM"
17,"M",22,"PP"
46,"M",36,"DM"
33,"F",36,"DM"
7,"M",12,"BA"
49,"M",26,"SO"
28,"M",21,"OT"
12,"F",21,"PP"
9,"M",17,"RM"
10,"M",16,"RM"
38,"F",38,"DM"
43,"M",36,"DM"
42,"F",35,"DO"
12,"F",17,"RM"
44,"F",36,"DO"
9,"M",17,"RM"
,,,"PC"
,,,"PC"
52,"F",37,"DO"
46,"M",37,"DM"
,,,"PC"
22,"F",20,"OT"
48,"M",40,"DM"
47,"M",37,"DM"
12,"M",17,"RM"
,,,"PC"
46,"F",37,"DO"
48,"F",36,"DO"
37,"F",36,"DM"
25,"M",21,"PE"
43,"F",35,"DO"
38,"M",35,"DM"
,,,"AB"
38,"F",37,"DM"
21,"M",21,"OL"
37,"F",37,"DM"
55,"M",36,"DO"
22,"F",22,"PE"
37,"F",25,"SO"
39,"F",25,"SO"
48,"M",39,"DM"
10,,17,"RM"
38,,37,"DM"
45,"M",37,"DM"
22,"M",20,"OT"
24,"M",21,"PE"
25,"F",20,"PE"
10,"F",17,"RM"
10,"F",17,"RM"
10,"M",17,"RM"
29,"F",25,"PH"
,,,"OL"
,,,"DX"
37,,20,"OL"
47,"M",35,"DO"
36,"F",38,"DM"
11,"F",17,"RM"
,,,
,,,
7,"F",14,"PF"
,"F",17,"RM"
7,"F",14,"BA"
20,"M",21,"PE"
50,"M",36,"DO"
14,"M",21,"PP"
46,"F",36,"DO"
49,"M",37,"DM"
11,"M",16,"RM"
16,"F",18,"PP"
19,"M",23,"PP"
7,"F",14,"PF"
10,"F",16,"RM"
46,"M",37,"DM"
28,"M",21,"PE"
28,"F",21,"PE"
43,"F",37,"DM"
10,"M",17,"RM"
11,"M",17,"RM"
9,"F",16,"RM"
11,"F",17,"RM"
8,"M",16,"RM"
9,"F",14,"BA"
38,"F",36,"DM"
8,"M",17,"RM"
32,"M",37,"DM"
49,"M",37,"DM"
21,"F",21,"PE"
53,"M",35,"DM"
28,"F",21,"PE"
58,"M",25,"SO"
9,"F",14,"PF"
43,"M",37,"DO"
52,"F",35,"DO"
37,"F",19,"OL"
9,"F",16,"RM"
55,"M",36,"DO"
9,"F",16,"RM"
,"F",16,"RM"
105,"F",49,"DS"
10,"M",17,"RM"
,"M",36,"DM"
11,"F",16,"RM"
47,"M",35,"DM"
21,"F",20,"PE"
11,"M",16,"RM"
8,"M",15,"RM"
23,"M",19,"PE"
10,"M",16,"RM"
51,"F",36,"DO"
52,"M",37,"DM"
41,"M",35,"DM"
8,"F",17,"RM"
47,"M",36,"DM"
53,"M",37,"DO"
11,"M",16,"RM"
33,"F",36,"DM"
17,"F",22,"PP"
10,"M",16,"RM"
10,"M",16,"RM"
57,"M",36,"DO"
48,"M",38,"DM"
9,"F",16,"RM"
41,"F",35,"DO"
,,,"AH"
19,"F",19,"PE"
45,"M",36,"DM"
10,"F",14,"RM"
42,"F",37,"DM"
47,"F",35,"DO"
37,"F",36,"DM"
7,"F",16,"RM"
32,"F",20,"PE"
26,"M",20,"OL"
39,"F",25,"SO"
44,"M",39,"DM"
8,"F",17,"RM"
22,"M",20,"PE"
,,,"DX"
,,,"DX"
49,"F",35,"DO"
,,,"AH"
28,"M",22,"OT"
35,"M",20,"OL"
10,"M",17,"RM"
7,"M",15,"PF"
11,"M",17,"RM"
43,"M",34,"DM"
43,"F",35,"DM"
27,"M",21,"PE"
50,"M",37,"DM"
10,"M",17,"RM"
9,"F",15,"RM"
51,"M",35,"DM"
42,"M",35,"DO"
10,"M",17,"RM"
40,"F",32,"DM"
10,"M",17,"RM"
9,"M",16,"RM"
9,"M",17,"RM"
,,,"AH"
41,"M",37,"DM"
35,"F",37,"DM"
24,"M",22,"OT"
29,"F",26,"PH"
11,"F",17,"RM"
31,"M",21,"OT"
9,"F",17,"RM"
46,"M",36,"DM"
13,"F",18,"RM"
51,"F",35,"DO"
49,"M",37,"DM"
49,"M",37,"DM"
49,"M",37,"DM"
51,"M",35,"DO"
52,"M",37,"DM"
8,"M",16,"PF"
51,"F",35,"DM"
22,"F",21,"OL"
9,"F",15,"PF"
52,"M",37,"DM"
13,"F",16,"RM"
11,"M",16,"RM"
51,"M",37,"DM"
,,,"AB"
33,"F",19,"OL"
42,"F",36,"DO"
49,"M",35,"DM"
,"M",36,"DM"
49,"M",36,"DM"
47,"M",37,"DM"
59,"F",48,"DS"
110,"F",46,"DS"
20,"M",21,"PP"
25,"F",20,"PE"
42,"M",34,"DM"
14,"F",17,"RM"
11,"M",17,"RM"
,,,"AB"
35,"M",21,"OL"
55,"F",36,"DO"
,"M",36,"DO"
21,"F",21,"PE"
49,"F",36,"DO"
52,"F",37,"DM"
45,"F",32,"DM"
31,"F",27,"PH"
55,"F",37,"DO"
8,"F",15,"PF"
41,"F",37,"DM"
68,"M",26,"SO"
47,"M",36,"DM"
19,"M",22,"PP"
18,"M",22,"PH"
49,"M",38,"DM"
6,"F",17,"PF"
49,"M",38,"DM"
46,"M",37,"DM"
18,"F",14,"RM"
50,"M",36,"DM"
29,"F",20,"PE"
15,"M",23,"PP"
,,,"DX"
49,"M",39,"DO"
34,"M",25,"PH"
42,"M",34,"DO"
44,"F",34,"DM"
45,"F",36,"DM"
51,"F",34,"DO"
52,"F",39,"DM"
8,"M",16,"PF"
49,"M",37,"DM"
38,"F",34,"DM"
14,"F",18,"RM"
49,"F",37,"DM"
,"M",,"SS"
42,"M",39,"DM"
20,"F",22,"PP"
43,"F",35,"DM"
17,"F",22,"PP"
8,"M",15,"PF"
18,"M",22,"PP"
45,"M",36,"DM"
48,"M",38,"DM"
46,"F",34,"DM"
49,"F",37,"DM"
,,,
,,,
13,"M",22,"PP"
25,"M",33,"DM"
15,"F",21,"PP"
51,"F",36,"DO"
50,"M",38,"DM"
42,"F",35,"DM"
16,"F",22,"PP"
9,"M",15,"PF"
27,"F",21,"PE"
19,"M",21,"PP"
43,"F",36,"DM"
,,,"UL"
53,"M",36,"DO"
49,"F",37,"DM"
15,"F",18,"RM"
24,"F",21,"OT"
12,"M",17,"RM"
16,"F",21,"PP"
112,"F",50,"DS"
22,"M",23,"PP"
82,"F",30,"SO"
50,"M",39,"DM"
60,"M",35,"DO"
57,"F",35,"DO"
,,,"PP"
51,"M",36,"DM"
42,"F",35,"DM"
17,"F",23,"PP"
48,"F",26,"PH"
17,"F",18,"RM"
,,,
28,"F",24,"SO"
46,"F",37,"DM"
41,"M",37,"DM"
20,"M",19,"PP"
31,"F",23,"OL"
9,"M",15,"PF"
105,"F",27,"SO"
25,"M",33,"DM"
47,"M",36,"DM"
52,"M",37,"DM"
,,,"AB"
21,"F",21,"PP"
50,"F",36,"DM"
45,"M",36,"DM"
37,"M",21,"OL"
19,"M",22,"PP"
,"F",36,"DO"
,,,"DM"
51,"F",37,"DM"
56,"F",38,"DM"
50,"M",37,"DM"
44,"F",36,"DM"
31,"M",21,"OL"
55,"F",37,"DM"
43,"F",35,"DM"
11,"M",14,"PF"
17,"F",31,"DM"
52,"M",36,"DM"
52,"M",35,"DM"
26,"F",23,"PP"
43,"F",37,"DM"
,"F",38,"DM"
47,"M",37,"DM"
,,,
,,,
,,,
,,,
37,"M",35,"DM"
51,"M",36,"DM"
23,"F",21,"PE"
25,"M",33,"DM"
45,"F",37,"DM"
23,"F",21,"OT"
37,"M",21,"DM"
43,"M",36,"DM"
49,"M",35,"DM"
16,"F",17,"RM"
26,"F",20,"OT"
16,"M",19,"OT"
38,"F",36,"DM"
62,"M",36,"DO"
,,,"AH"
30,"M",23,"OT"
110,"F",50,"DS"
,,,"AB"
20,"F",21,"PP"
17,"M",21,"PP"
24,"M",22,"PP"
27,"F",33,"DM"
49,"M",39,"DM"
13,"M",20,"PE"
62,"F",36,"DO"
49,"F",37,"DM"
,,,"AH"
28,"M",19,"OT"
,,,"DX"
45,"F",36,"DM"
52,"M",36,"DM"
220,"F",36,"NL"
20,"F",22,"PP"
52,"F",34,"DO"
17,"F",16,"RM"
29,"M",35,"DM"
,,,
,,,
54,"M",26,"SO"
9,"F",14,"PF"
50,"F",36,"DO"
47,"F",38,"DM"
70,"F",30,"NL"
18,"F",20,"PP"
13,"M",17,"RM"
66,"M",29,"NL"
75,"F",29,"NL"
97,"M",51,"DS"
,,,"AH"
,,,"AH"
45,"F",36,"DM"
9,"F",15,"PF"
29,"F",33,"DM"
44,"M",34,"DM"
51,"F",37,"DM"
44,"F",37,"DM"
47,"F",36,"DM"
48,"M",36,"DM"
51,"M",36,"DM"
51,"M",39,"DM"
14,"F",17,"RM"
44,"F",34,"DM"
47,"M",35,"DM"
36,"F",20,"OL"
48,"M",37,"DM"
51,"M",37,"DM"
30,"M",34,"DM"
20,"M",22,"PP"
22,"F",16,"PP"
43,"F",36,"DM"
45,,25,"SF"
60,"F",35,"DM"
,,,
,,,
54,"F",37,"DO"
8,"M",16,"PF"
12,"M",17,"RM"
22,"F",21,"PE"
18,"M",22,"PP"
17,"M",22,"PP"
130,"F",21,"NL"
42,"M",36,"DM"
15,"M",21,"PP"
12,"F",16,"RM"
19,"F",21,"PP"
15,"M",21,"PP"
42,"F",36,"DO"
120,"F",47,"DS"
12,"F",16,"PF"
13,"M",20,"PP"
56,"M",36,"DO"
19,"M",22,"PP"
34,"M",34,"DM"
16,"F",21,"PP"
8,"M",15,"PF"
,,,"AH"
13,"M",22,"PP"
14,"M",21,"PP"
52,"F",34,"DO"
10,"M",17,"RM"
48,"F",33,"DO"
22,"F",32,"DO"
23,"F",50,"OT"
13,"F",17,"RM"
53,"M",36,"DM"
35,"M",21,"OL"
9,"F",17,"RM"
,,,
18,"M",21,"PP"
12,"F",18,"RM"
14,"M",22,"PP"
,"F",33,"DM"
45,"M",35,"DM"
,,,"SS"
13,"F",21,"PP"
28,"F",33,"DM"
14,"M",22,"PP"
61,"F",35,"DO"
35,"F",34,"DM"
29,"F",21,"OT"
46,"M",31,"DM"
31,"F",34,"DO"
25,"M",20,"PF"
,"M",34,"DM"
46,"F",38,"DM"
12,"F",17,"RM"
38,"M",35,"DM"
56,"M",37,"DO"
19,"M",21,"PP"
19,"M",21,"PP"
22,"F",21,"PP"
19,"F",22,"PP"
120,"M",52,"DS"
45,"M",35,"DM"
8,"F",15,"PF"
13,"F",20,"PP"
29,"F",20,"OL"
50,"M",39,"DM"
22,"F",21,"PP"
35,"M",34,"DM"
44,"M",36,"DM"
9,"F",16,"RM"
39,"F",36,"DM"
45,"F",35,"DM"
16,"M",20,"OT"
38,"F",37,"DM"
42,"F",33,"DM"
74,"F",18,"SO"
48,"M",37,"DM"
16,"M",23,"PP"
36,"F",19,"OL"
50,"M",39,"DM"
47,"F",38,"DM"
55,"F",37,"DM"
33,"M",35,"DM"
17,"F",23,"PP"
,,,
,,,
30,"F",20,"OL"
22,"M",22,"PP"
21,"M",21,"OL"
23,"M",22,"PP"
10,"M",15,"PF"
19,"F",21,"PP"
41,"F",25,"SO"
19,"F",21,"PP"
46,"F",35,"DM"
17,"F",21,"PP"
47,"M",36,"DM"
18,"M",21,"PP"
11,"F",16,"RM"
42,"M",36,"DM"
14,"F",16,"RM"
37,"F",35,"DO"
,,,"CB"
172,"M",,"NL"
21,"F",20,"PP"
54,"F",35,"DO"
16,"F",18,"RM"
19,"M",22,"PP"
44,"M",36,"DM"
17,"F",21,"PP"
58,"M",36,"DO"
18,"M",21,"PP"
90,"F",30,"NL"
19,"M",22,"PP"
18,"F",21,"PP"
,"M",38,"DO"
23,"M",21,"PP"
23,"F",22,"PP"
120,"F",39,"DS"
10,"M",15,"PF"
32,"M",33,"DO"
17,"M",22,"PP"
52,"M",36,"DM"
36,"F",21,"OT"
23,"M",22,"OT"
23,"M",23,"PP"
38,"M",21,"OL"
38,"M",21,"OL"
15,"M",17,"RM"
14,"F",16,"RM"
52,"F",36,"DM"
26,"M",34,"DO"
49,"M",39,"DM"
25,"F",35,"DM"
15,"F",17,"RM"
17,"F",21,"PP"
31,"F",22,"OT"
48,"M",34,"DM"
8,"F",15,"PF"
,,,"CB"
,,,"DX"
40,"F",36,"DO"
14,"M",22,"PP"
,,,"PP"
51,"F",36,"DM"
12,"M",22,"PP"
35,"F",36,"DM"
51,"M",37,"DM"
16,"F",17,"RM"
48,"F",37,"DM"
48,"F",36,"DM"
13,"F",21,"PP"
38,"M",35,"DM"
34,"M",20,"OT"
12,"M",21,"PP"
39,"F",34,"DM"
29,"F",37,"DM"
55,"F",34,"DM"
13,"M",17,"RM"
,,,
,,,
79,"F",25,"SO"
19,"M",20,"PP"
9,"F",16,"PF"
10,"M",14,"PF"
57,"M",34,"DO"
19,"F",22,"PP"
46,"M",34,"DO"
8,"F",14,"PF"
19,"F",20,"PF"
22,"M",20,"PE"
54,"F",36,"DO"
40,"M",19,"OL"
15,"F",21,"PP"
17,"M",19,"PP"
49,"M",37,"DM"
43,"M",33,"DO"
175,"M",33,"NL"
14,"F",21,"PP"
9,"F",15,"PF"
19,"M",19,"PP"
20,"M",23,"PP"
14,"F",16,"RM"
18,"F",20,"PP"
55,"M",34,"DO"
21,"F",21,"PP"
15,"F",25,"SO"
18,"F",24,"PP"
42,"F",34,"DO"
17,"M",22,"PP"
18,"M",21,"PP"
17,"F",21,"PP"
50,"M",36,"DM"
,,,"AH"
28,"M",35,"DM"
18,"F",22,"PP"
112,"F",47,"DS"
44,"F",30,"DM"
11,"M",14,"PF"
,,,"AH"
17,"F",15,"RM"
14,"M",21,"PP"
42,"F",35,"DM"
20,"M",20,"OL"
24,"F",21,"OL"
,,,"SS"
44,"F",36,"DO"
12,"F",20,"PP"
10,"F",20,"PF"
46,"M",33,"DM"
18,"M",21,"PP"
23,"F",19,"OL"
125,"M",50,"DS"
52,"M",35,"DO"
10,"F",15,"PF"
,,,"SS"
40,"M",36,"DM"
44,"F",35,"DM"
,,,"PP"
20,"F",21,"PP"
17,"F",20,"PP"
13,"F",20,"PP"
,,,"PP"
13,"F",17,"RM"
46,"M",35,"DM"
37,"F",36,"DM"
22,"F",22,"PP"
37,"M",20,"OL"
45,"M",36,"DM"
19,"M",20,"OT"
34,"F",36,"DM"
,,,"SS"
12,"M",21,"PP"
40,"M",35,"DM"
43,"F",35,"DM"
13,"M",20,"PP"
18,"M",21,"PP"
53,"M",38,"DM"
46,"M",37,"DM"
19,"M",33,"DM"
41,"F",36,"DM"
31,"M",21,"OT"
17,"M",21,"PP"
18,"M",21,"PP"
42,"M",35,"DM"
16,"M",20,"PP"
,,,
,,,
10,"M",16,"RM"
,"M",23,"PP"
,,,"CB"
,,,"DX"
23,"M",21,"OL"
52,"F",35,"DO"
,,,"AH"
16,"M",16,"PP"
6,"F",15,"PF"
35,"F",31,"DM"
173,"M",31,"NL"
9,"F",15,"PF"
14,"F",16,"RM"
58,"M",36,"DM"
17,"M",21,"PP"
17,"F",21,"PP"
7,"M",15,"PF"
,,,"PF"
,"M",35,"DO"
,,,"AH"
22,"F",,"PP"
49,"M",35,"DM"
